poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,question_id,sample_size,population,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,partisan,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203371,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,42.7
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203371,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,47.6
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,39.7
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,45.9
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,4.2
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,West,31097,Cornel West,0.8
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1
87458,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Pennsylvania,7/15/24,7/16/24,203378,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8872,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,0.3
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203372,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,43.4
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203372,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,47.6
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,42.6
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,45.5
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,4
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,West,31097,Cornel West,0.3
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1.1
87459,1102,Emerson,2154,DemNextGen,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Wisconsin,7/15/24,7/16/24,203379,1000,rv,rv,NA,7/18/24 09:42,NA,https://emersoncollegepolling.com/july-2024-swing-state-polls/,https://emersoncollegepolling.com/july-2024-swing-state-polls/,NA,https://docs.google.com/spreadsheets/d/1sNqFxUtCIT-Ujoxy09vW-cT86StYMcy2/edit?gid=469557854#gid=469557854,NA,DEM,8905,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,1.1
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203400,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,49.6
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203400,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,50.4
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,38
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,42.9
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,7.5
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,West,31097,Cornel West,1.7
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,1.7
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203401,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,LIB,Oliver,31790,Chase Oliver,0.4
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203402,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,44.5
87468,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,Virginia,7/14/24,7/15/24,203402,1000,rv,rv,NA,7/18/24 09:44,NA,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,https://emersoncollegepolling.com/virginia-2024-poll-trump-45-biden-43/,NA,https://docs.google.com/spreadsheets/d/1QWGG8yqpmRUbugrVICz_1y6UYEr_1UJU/edit?gid=430243994#gid=430243994,NA,NA,8895,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,46.7
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202461,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,49.8
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202461,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,50.2
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202462,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Biden,19368,Joe Biden,39.9
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202462,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,43.7
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202462,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,Kennedy,31042,Robert F. Kennedy,6.1
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202462,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,IND,West,31097,Cornel West,1.2
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202462,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,GRE,Stein,31116,Jill Stein,0.8
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202463,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,42.8
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202463,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,49
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202464,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Newsom,18945,Gavin Newsom,40.2
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202464,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,48.3
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202465,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Whitmer,28588,Gretchen Whitmer,37.7
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202465,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,47.8
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202466,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Buttigieg,16662,Pete Buttigieg,39.1
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202466,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,48.9
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202467,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Sanders,19238,Bernie Sanders,42
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202467,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,REP,Trump,16651,Donald Trump,48
87361,1102,Emerson,NA,NA,Emerson College,88,Emerson College,2.9,-1.1,IVR/Online Panel/Text-to-Web,7,NA,7/7/24,7/8/24,202468,1370,rv,rv,NA,7/9/24 11:36,NA,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,https://emersoncollegepolling.com/july-2024-national-poll-trump-46-biden-43/,NA,https://docs.google.com/spreadsheets/d/1nyl2m7sNae4qkxEBQ2-GmNpv3-5sPxsH/edit?gid=1151702531#gid=1151702531,NA,NA,8914,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,TRUE,DEM,Clinton,28751,Hillary Rodham Clinton,41
