poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
87685,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Michigan,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205270,771,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8820,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,1
87686,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Minnesota,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205271,538,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,46
87686,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Minnesota,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205271,538,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,41
87686,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Minnesota,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205271,538,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,3
87686,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Minnesota,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205271,538,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0
87686,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Minnesota,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205271,538,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8823,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
87687,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205272,470,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,40
87687,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205272,470,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,40
87687,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205272,470,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,5
87687,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205272,470,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0
87687,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Nevada,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205272,470,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8857,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,1
87688,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,New Mexico,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205273,493,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,44
87688,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,New Mexico,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205273,493,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,37
87688,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,New Mexico,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205273,493,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,8
87688,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,New Mexico,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205273,493,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0
87688,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,New Mexico,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205273,493,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8854,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
87689,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205274,714,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,41
87689,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205274,714,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,44
87689,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205274,714,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,4
87689,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205274,714,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,1
87689,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,North Carolina,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205274,714,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8839,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
87690,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205275,743,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,44
87690,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205275,743,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,46
87690,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205275,743,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,3
87690,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205275,743,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0
87690,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Pennsylvania,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205275,743,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8872,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
87691,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205276,597,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,DEM,Harris,16661,Kamala Harris,43
87691,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205276,597,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,REP,Trump,16651,Donald Trump,43
87691,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205276,597,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,IND,Kennedy,31042,Robert F. Kennedy,3
87691,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205276,597,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,LIB,Oliver,31790,Chase Oliver,0
87691,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9,Wisconsin,7/31/24,8/3/24,NA,NA,NA,NA,NA,NA,205276,597,lv,NA,lv,NA,8/6/24 12:15,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,NA,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-31-july-3-august-2024/,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fredfieldandwiltonstrategies.com%2Fwp-content%2Fuploads%2F2024%2F08%2FLatest-US-Swing-States-Voting-Intention-31-July-3-August-2024.xlsx&wdOrigin=BROWSELINK,NA,NA,NA,8905,2024,U.S. President,0,NA,11/5/24,general,FALSE,FALSE,NA,TRUE,GRE,Stein,31116,Jill Stein,0
